customer_id,age,gender,state,annual_income,employment_type,credit_score
47,34,Male,Illinois,62040.0,Salaried,615.0
48,29,Male,Arizona,164750.0,Salaried,472.0
49,46,Male,New York,170821.0,Self-Employed,845.0
50,22,Female,Texas,110028.0,Contractor,711.0
51,40,Male,Texas,117734.0,Salaried,665.0
52,48,Female,Illinois,115896.0,Salaried,547.0
53,67,Male,Georgia,110793.0,Salaried,456.0
54,27,Male,California,101699.0,Salaried,756.0
55,64,Male,Texas,129835.0,Salaried,719.0
56,28,Male,Ohio,109321.0,Salaried,677.0
57,67,Female,Arizona,142004.0,Salaried,465.0
58,55,Male,Arizona,147297.0,Business Owner,687.0
59,34,Female,Florida,42585.0,Salaried,600.0
60,37,Female,Arizona,172732.0,Salaried,723.0
61,56,Male,New York,120781.0,Self-Employed,670.0
62,60,Female,New York,140318.0,Salaried,840.0
63,24,Female,New York,142273.0,Self-Employed,517.0
64,22,Male,Ohio,31968.0,Salaried,730.0
65,26,Female,Illinois,92249.0,Salaried,482.0
66,62,Male,New York,165312.0,Salaried,500.0
67,24,Male,Ohio,61119.0,Salaried,728.0
68,49,Female,New York,131397.0,Business Owner,755.0
69,38,Female,Florida,38100.0,Contractor,598.0
70,46,Female,Ohio,67794.0,Salaried,512.0
71,64,Female,California,129519.0,Salaried,571.0
72,54,Female,Georgia,73121.0,Salaried,817.0
73,30,Male,Illinois,102265.29978947369,Self-Employed,660.0
74,56,Female,Illinois,84376.0,Salaried,658.0
75,34,Male,New York,108144.0,Salaried,603.0
76,51,Male,Florida,131528.0,Salaried,724.0
77,68,Male,Texas,107016.0,Salaried,674.0
78,35,Female,Ohio,155604.0,Salaried,507.0
79,28,Female,New York,103737.0,Self-Employed,700.0
80,34,Female,Ohio,93677.0,Contractor,689.0
81,43,Male,New York,154940.0,Self-Employed,712.0
82,60,Male,Illinois,117889.0,Salaried,680.0
83,41,Male,Illinois,102006.0,Salaried,848.0
84,36,Female,New York,172627.0,Salaried,515.0
85,65,Male,Illinois,120133.0,Self-Employed,658.0
86,38,Male,Florida,55090.0,Salaried,495.0
87,67,Female,Texas,50476.0,Salaried,794.0
88,44,Male,Texas,89004.0,Self-Employed,652.0
89,46,Male,Ohio,102265.29978947369,Salaried,646.0
90,45,Male,Texas,145119.0,Salaried,586.0
91,65,Female,Ohio,150494.0,Salaried,520.0
92,61,Male,New York,100650.0,Salaried,716.0
93,49,Female,Georgia,68657.0,Salaried,564.0
94,35,Female,New York,148270.0,Salaried,505.0
95,65,Male,New York,124262.0,Salaried,581.0
96,21,Male,Florida,144358.0,Salaried,830.0
97,45,Female,Texas,159553.0,Salaried,742.0
98,27,Female,Illinois,87841.0,Contractor,795.0
99,29,Female,Illinois,32931.0,Salaried,822.0
100,44,Female,California,131951.0,Salaried,739.0
101,21,Female,California,79694.0,Self-Employed,785.0
102,64,Male,Ohio,33635.0,Salaried,554.0
103,28,Female,Arizona,70252.0,Salaried,496.0
104,44,Male,Georgia,94017.0,Salaried,479.0
105,31,Female,Ohio,178149.0,Contractor,567.0
106,37,Male,Illinois,91953.0,Contractor,495.0
107,28,Male,Texas,102265.29978947369,Self-Employed,646.0
108,55,Male,Ohio,98212.0,Self-Employed,519.0
109,55,Male,New York,97547.0,Salaried,482.0
110,53,Female,Illinois,173126.0,Contractor,499.0
111,25,Female,Georgia,79565.0,Salaried,720.0
112,62,Male,Georgia,80153.0,Salaried,725.0
113,59,Male,Illinois,174740.0,Salaried,832.0
114,61,Male,Arizona,140095.0,Salaried,537.0
115,48,Female,California,124281.0,Salaried,489.0
116,27,Female,Arizona,73561.0,Salaried,481.0
117,29,Female,Texas,112473.0,Self-Employed,546.0
118,28,Female,Illinois,148022.0,Salaried,561.0
119,32,Male,New York,154552.0,Business Owner,687.0
120,54,Female,New York,48836.0,Salaried,461.0
121,53,Female,Florida,85420.0,Self-Employed,720.0
122,68,Female,New York,33911.0,Salaried,636.0
123,43,Female,Illinois,116216.0,Business Owner,637.0
124,44,Female,Illinois,98080.0,Salaried,521.0
125,57,Male,New York,47289.0,Salaried,709.0
126,55,Female,California,56346.0,Self-Employed,476.0
127,64,Male,Texas,50644.0,Self-Employed,550.0
128,60,Female,Georgia,53279.0,Salaried,630.0
129,42,Female,Illinois,120446.0,Salaried,488.0
130,47,Female,New York,73638.0,Salaried,848.0
131,55,Female,Georgia,138917.0,Salaried,724.0
132,21,Male,New York,59341.0,Contractor,566.0
133,55,Male,Illinois,144660.0,Salaried,463.0
134,57,Female,Florida,143481.0,Self-Employed,776.0
135,67,Male,Texas,102265.29978947369,Business Owner,649.0
136,34,Male,Illinois,125957.0,Salaried,665.0
137,23,Female,Georgia,59979.0,Salaried,574.0
138,21,Male,New York,150576.0,Salaried,730.0
139,25,Male,Florida,131626.0,Self-Employed,538.0
140,46,Female,Ohio,90109.0,Salaried,755.0
141,34,Female,Illinois,134239.0,Salaried,560.0
142,59,Male,Texas,177999.0,Salaried,528.0
143,47,Female,Florida,94356.0,Salaried,619.0
144,29,Female,Georgia,98226.0,Salaried,772.0
145,35,Female,Arizona,128658.0,Salaried,805.0
146,35,Male,New York,160298.0,Salaried,471.0
147,46,Female,California,115808.0,Self-Employed,605.0
148,62,Female,Ohio,132533.0,Salaried,801.0
149,33,Male,Ohio,143525.0,Self-Employed,808.0
150,52,Male,Texas,122571.0,Salaried,666.0
151,59,Male,Arizona,113601.0,Business Owner,450.0
152,69,Male,Florida,93160.0,Salaried,710.0
153,52,Male,Illinois,30505.0,Salaried,561.0
154,24,Female,Illinois,169453.0,Business Owner,548.0
155,50,Male,Florida,32549.0,Business Owner,524.0
156,57,Female,Illinois,76149.0,Salaried,592.0
157,43,Male,Ohio,166275.0,Salaried,679.0
158,59,Female,Ohio,168000.0,Business Owner,837.0
159,65,Female,Ohio,38457.0,Salaried,523.0
160,35,Male,Florida,150293.0,Business Owner,482.0
161,63,Male,Texas,147465.0,Contractor,637.0
162,49,Male,Ohio,49587.0,Salaried,555.0
163,56,Male,Illinois,84354.0,Business Owner,495.0
164,33,Male,Arizona,126911.0,Salaried,732.0
165,52,Male,Texas,50312.0,Business Owner,812.0
166,27,Female,Arizona,91045.0,Salaried,477.0
167,42,Female,New York,132764.0,Salaried,556.0
168,48,Female,New York,162166.0,Self-Employed,483.0
169,22,Male,New York,102265.29978947369,Salaried,656.0
170,62,Female,New York,63513.0,Contractor,576.0
171,65,Male,Illinois,95446.0,Salaried,506.0
172,26,Male,Florida,31572.0,Salaried,573.0
173,48,Female,Illinois,165153.0,Salaried,599.0
174,48,Female,Georgia,109872.0,Business Owner,700.0
175,64,Male,Illinois,65378.0,Salaried,848.0
176,64,Male,Texas,87189.0,Business Owner,476.0
177,40,Male,Florida,51084.0,Salaried,651.0
178,50,Male,Arizona,122240.0,Salaried,572.0
179,31,Female,Ohio,85681.0,Business Owner,538.0
180,48,Female,California,47418.0,Salaried,509.0
181,45,Male,California,99860.0,Salaried,780.0
182,59,Male,Ohio,107168.0,Contractor,521.0
183,53,Female,Florida,164075.0,Salaried,742.0
184,21,Female,California,87468.0,Self-Employed,559.0
185,47,Female,Florida,93211.0,Business Owner,575.0
186,33,Male,Texas,100012.0,Salaried,497.0
187,61,Female,Texas,44259.0,Business Owner,701.0
188,23,Male,Illinois,74179.0,Self-Employed,718.0
189,59,Male,California,105099.0,Self-Employed,823.0
190,26,Male,Ohio,173096.0,Salaried,680.0
191,28,Female,Florida,86980.0,Contractor,764.0
192,47,Female,Arizona,110170.0,Business Owner,838.0
193,29,Male,Texas,94283.0,Salaried,464.0
194,57,Female,Illinois,76871.0,Salaried,473.0
195,53,Male,California,45287.0,Salaried,780.0
196,62,Female,California,50887.0,Self-Employed,713.0
197,64,Male,California,153493.0,Contractor,555.0
198,44,Male,Arizona,149370.0,Salaried,568.0
199,35,Female,Texas,42802.0,Contractor,807.0
200,52,Female,Arizona,98135.0,Salaried,619.0
201,52,Male,Texas,34650.0,Salaried,564.0
202,44,Male,California,102265.29978947369,Salaried,643.0
203,61,Male,Texas,130646.0,Salaried,821.0
204,69,Male,California,68527.0,Salaried,601.0
205,69,Male,New York,67297.0,Business Owner,732.0
206,32,Male,Texas,54185.0,Salaried,576.0
207,59,Male,Florida,142769.0,Salaried,814.0
208,22,Male,Texas,156418.0,Self-Employed,452.0
209,23,Male,California,68418.0,Self-Employed,497.0
210,69,Male,Florida,34612.0,Contractor,679.0
211,57,Female,Illinois,110002.0,Salaried,753.0
212,69,Female,Florida,157703.0,Contractor,626.0
213,37,Male,Florida,82211.0,Salaried,734.0
214,69,Male,Texas,171524.0,Salaried,651.0
215,22,Male,Georgia,103105.0,Contractor,466.0
216,22,Female,Florida,178554.0,Salaried,683.0
217,48,Male,Florida,60472.0,Self-Employed,456.0
218,43,Male,Ohio,112460.0,Business Owner,620.0
219,57,Male,California,143123.0,Salaried,740.0
220,52,Female,Texas,105379.0,Self-Employed,617.0
221,53,Female,California,120554.0,Salaried,644.0
222,21,Female,Texas,33057.0,Salaried,654.0
223,39,Male,Arizona,43883.0,Self-Employed,583.0
224,22,Male,Illinois,85014.0,Contractor,707.0
225,64,Female,Georgia,177522.0,Salaried,488.0
226,46,Male,Florida,133269.0,Contractor,829.0
227,52,Female,Ohio,60013.0,Salaried,551.0
228,26,Female,Texas,158536.0,Salaried,482.0
229,52,Male,Florida,99111.0,Self-Employed,811.0
230,24,Male,Florida,137839.0,Salaried,600.0
231,31,Male,New York,71825.0,Contractor,821.0
232,37,Male,Arizona,119035.0,Business Owner,482.0
233,58,Female,Arizona,26521.0,Business Owner,538.0
234,44,Female,California,42363.0,Self-Employed,527.0
235,25,Female,Arizona,105938.0,Business Owner,479.0
236,54,Female,Arizona,147159.0,Self-Employed,714.0
237,26,Female,Arizona,167534.0,Salaried,799.0
238,42,Female,Georgia,98109.0,Contractor,575.0
239,31,Male,Ohio,79698.0,Salaried,520.0
240,68,Female,Texas,144511.0,Salaried,511.0
241,36,Male,Arizona,172579.0,Salaried,649.0
242,53,Male,Illinois,121783.0,Contractor,776.0
243,29,Female,Georgia,123829.0,Salaried,683.0
244,26,Female,New York,141774.0,Salaried,668.0
245,36,Male,California,166419.0,Salaried,602.0
246,49,Male,Illinois,31099.0,Salaried,624.0
247,23,Female,Illinois,100104.0,Salaried,756.0
248,40,Female,Florida,29406.0,Self-Employed,733.0
249,56,Male,California,127439.0,Salaried,803.0
250,39,Female,New York,160948.0,Self-Employed,821.0
251,46,Female,Texas,115692.0,Salaried,651.0
252,23,Female,Texas,121442.0,Salaried,574.0
253,39,Female,New York,127829.0,Business Owner,638.0
254,40,Female,Florida,137631.0,Salaried,807.0
255,52,Male,Florida,69895.0,Salaried,772.0
256,27,Female,Illinois,68760.0,Contractor,653.0
257,61,Female,Arizona,71306.0,Salaried,639.0
258,53,Male,California,100179.0,Salaried,603.0
259,60,Male,Illinois,172659.0,Salaried,682.0
260,59,Female,Arizona,101554.0,Salaried,682.0
261,38,Female,Ohio,160285.0,Salaried,711.0
262,60,Male,Ohio,166116.0,Business Owner,516.0
263,21,Female,Texas,156015.0,Salaried,668.0
264,31,Female,New York,69425.0,Salaried,719.0
265,48,Female,California,177448.0,Business Owner,562.0
266,45,Male,New York,47590.0,Salaried,755.0
267,43,Female,California,68403.0,Salaried,524.0
268,51,Female,Georgia,51628.0,Salaried,693.0
269,50,Male,Texas,114421.0,Salaried,692.0
270,62,Female,Texas,130763.0,Salaried,594.0
271,55,Female,Georgia,158264.0,Salaried,632.0
272,27,Female,California,177505.0,Contractor,637.0
273,36,Female,Florida,109629.0,Salaried,623.0
274,46,Male,California,149062.0,Self-Employed,511.0
275,68,Male,Texas,55617.0,Salaried,693.0
276,69,Female,Ohio,132454.0,Salaried,593.0
277,22,Female,New York,35250.0,Salaried,829.0
278,21,Female,Illinois,57836.0,Salaried,684.0
279,68,Female,New York,137319.0,Salaried,753.0
280,32,Male,Texas,92173.0,Contractor,503.0
281,25,Male,New York,152939.0,Contractor,839.0
282,57,Male,Florida,131761.0,Salaried,610.0
283,52,Female,Florida,31251.0,Salaried,648.0
284,29,Female,Ohio,126429.0,Salaried,777.0
285,61,Female,California,81246.0,Business Owner,566.0
286,55,Male,Arizona,111966.0,Salaried,572.0
287,39,Male,New York,162536.0,Salaried,479.0
288,68,Male,New York,92344.0,Salaried,456.0
289,36,Male,Texas,166353.0,Salaried,766.0
290,23,Male,California,75106.0,Salaried,591.0
291,40,Male,California,102265.29978947369,Contractor,647.0
292,44,Female,New York,119840.0,Salaried,769.0
293,53,Male,Illinois,102265.29978947369,Salaried,651.0
294,44,Male,New York,33998.0,Contractor,772.0
295,31,Female,New York,170589.0,Salaried,539.0
296,69,Female,New York,131083.0,Self-Employed,763.0
297,28,Male,Florida,102265.29978947369,Salaried,648.5
298,56,Male,Georgia,138384.0,Salaried,543.0
299,58,Male,California,47969.0,Salaried,704.0
300,60,Female,Georgia,125980.0,Salaried,606.0
301,40,Male,Florida,171855.0,Salaried,614.0
302,55,Female,Illinois,143259.0,Salaried,685.0
303,68,Female,Arizona,56107.0,Salaried,794.0
304,45,Male,Texas,159831.0,Business Owner,517.0
305,55,Female,Ohio,39789.0,Salaried,767.0
306,45,Male,Illinois,38214.0,Self-Employed,700.0
307,49,Male,California,95657.0,Salaried,450.0
308,38,Female,Texas,54482.0,Business Owner,649.0
309,66,Female,Georgia,99536.0,Salaried,566.0
310,38,Female,Illinois,73187.0,Salaried,506.0
311,22,Male,California,102265.29978947369,Salaried,643.0
312,55,Female,Ohio,25941.0,Business Owner,771.0
313,36,Male,Arizona,144340.0,Contractor,786.0
314,61,Male,Arizona,157393.0,Salaried,766.0
315,56,Female,Ohio,70972.0,Self-Employed,757.0
316,53,Female,Illinois,111658.0,Salaried,812.0
317,24,Female,Texas,64361.0,Salaried,498.0
318,53,Female,Texas,66354.0,Business Owner,472.0
319,34,Male,Illinois,91327.0,Salaried,662.0
320,41,Female,Florida,72191.0,Salaried,670.0
321,68,Male,Illinois,80828.0,Self-Employed,774.0
322,40,Female,Georgia,35136.0,Business Owner,801.0
323,28,Female,Illinois,171819.0,Salaried,598.0
324,27,Female,Illinois,91279.0,Salaried,635.0
325,23,Male,Florida,102265.29978947369,Salaried,648.5
326,37,Female,New York,64342.0,Salaried,648.0
327,53,Male,Texas,106851.0,Salaried,531.0
328,68,Female,Georgia,57961.0,Contractor,528.0
329,32,Female,California,131198.0,Salaried,666.0
330,42,Male,Texas,94810.0,Salaried,625.0
331,42,Male,Texas,54838.0,Contractor,785.0
332,66,Female,New York,39332.0,Self-Employed,661.0
333,50,Male,Texas,102265.29978947369,Salaried,643.0
334,58,Male,Texas,115329.0,Salaried,564.0
335,58,Female,Florida,144771.0,Contractor,454.0
336,65,Male,Florida,105954.0,Salaried,689.0
337,28,Female,Florida,73473.0,Salaried,818.0
338,47,Male,Florida,36682.0,Salaried,456.0
339,47,Male,Florida,177799.0,Salaried,747.0
340,54,Male,Arizona,68775.0,Salaried,765.0
341,41,Male,Georgia,81941.0,Self-Employed,837.0
342,50,Male,California,37115.0,Self-Employed,709.0
343,53,Female,New York,75937.0,Salaried,686.0
344,48,Male,Illinois,102265.29978947369,Self-Employed,660.0
345,67,Female,Ohio,37025.0,Salaried,548.0
346,53,Female,Georgia,120439.0,Self-Employed,812.0
347,25,Female,Florida,83526.0,Self-Employed,565.0
348,68,Female,New York,172979.0,Self-Employed,574.0
349,39,Female,Illinois,93832.0,Salaried,559.0
350,24,Female,Texas,81108.0,Self-Employed,652.0
351,55,Female,Arizona,176935.0,Salaried,718.0
352,69,Male,Arizona,161757.0,Salaried,736.0
353,37,Male,Georgia,31647.0,Salaried,747.0
354,64,Female,Texas,55145.0,Salaried,519.0
355,48,Male,New York,128894.0,Salaried,819.0
356,50,Female,California,176839.0,Salaried,588.0
357,49,Male,California,123702.0,Salaried,598.0
358,66,Male,Arizona,141839.0,Self-Employed,603.0
359,26,Male,New York,30430.0,Salaried,464.0
360,55,Female,Ohio,159952.0,Salaried,787.0
361,61,Female,Ohio,90662.0,Salaried,554.0
362,57,Female,California,141775.0,Salaried,733.0
363,44,Female,Ohio,85487.0,Salaried,606.0
364,49,Male,California,64793.0,Business Owner,688.0
365,69,Female,Texas,138584.0,Self-Employed,757.0
366,66,Male,Ohio,135549.0,Salaried,559.0
367,51,Female,California,82590.0,Salaried,639.0
368,55,Male,California,96461.0,Salaried,505.0
369,53,Male,New York,77470.0,Salaried,707.0
370,41,Male,California,88616.0,Contractor,531.0
371,52,Male,Ohio,102265.29978947369,Salaried,646.0
372,43,Female,Arizona,161407.0,Self-Employed,768.0
373,53,Female,Arizona,93525.0,Contractor,509.0
374,23,Male,Ohio,130879.0,Salaried,814.0
375,38,Female,Georgia,118709.0,Salaried,814.0
376,45,Female,Florida,96257.0,Salaried,847.0
377,62,Male,Florida,27728.0,Salaried,733.0
378,51,Female,New York,108511.0,Salaried,493.0
379,23,Female,Florida,47167.0,Contractor,826.0
380,60,Female,Texas,98711.0,Contractor,739.0
381,66,Male,Georgia,151218.0,Self-Employed,815.0
382,44,Female,Georgia,97437.0,Self-Employed,616.0
383,52,Male,New York,101426.0,Salaried,709.0
384,67,Male,Ohio,101851.0,Salaried,684.0
385,42,Male,California,105962.0,Salaried,605.0
386,43,Female,Florida,60065.0,Salaried,744.0
387,22,Female,Texas,145138.0,Salaried,642.0
388,47,Male,Ohio,102265.29978947369,Self-Employed,655.0
389,62,Male,New York,48674.0,Salaried,777.0
390,22,Female,Ohio,144632.0,Salaried,766.0
391,46,Male,New York,51085.0,Self-Employed,765.0
392,37,Male,California,102265.29978947369,Self-Employed,648.5
393,60,Male,Illinois,139700.0,Salaried,500.0
394,53,Female,Arizona,88493.0,Salaried,561.0
395,29,Female,Florida,73248.0,Business Owner,494.0
396,63,Female,Texas,51156.0,Salaried,736.0
397,68,Male,New York,125355.0,Self-Employed,584.0
398,59,Male,Ohio,159948.0,Salaried,756.0
399,49,Female,Florida,96963.0,Self-Employed,838.0
400,62,Male,Ohio,73119.0,Self-Employed,643.0
401,46,Male,Texas,126044.0,Business Owner,746.0
402,55,Male,Georgia,125092.0,Salaried,566.0
403,45,Female,Georgia,141640.0,Salaried,517.0
404,44,Female,Arizona,171713.0,Business Owner,715.0
405,33,Female,Arizona,101432.0,Salaried,548.0
406,27,Male,Texas,103451.0,Business Owner,770.0
407,56,Female,Arizona,110340.0,Self-Employed,708.0
408,65,Male,Georgia,44411.0,Salaried,530.0
409,40,Male,New York,159173.0,Contractor,747.0
410,21,Female,Florida,53536.0,Salaried,521.0
411,28,Female,Texas,28588.0,Self-Employed,479.0
412,66,Female,New York,170781.0,Self-Employed,777.0
413,36,Male,Florida,112657.0,Salaried,670.0
414,34,Male,Florida,157489.0,Salaried,820.0
415,32,Female,New York,45293.0,Business Owner,699.0
416,43,Male,Florida,102265.29978947369,Salaried,648.5
417,35,Female,Illinois,69649.0,Salaried,473.0
418,48,Female,Texas,60540.0,Self-Employed,778.0
419,54,Female,Texas,87251.0,Salaried,789.0
420,22,Female,Florida,144863.0,Salaried,821.0
421,52,Female,New York,60017.0,Salaried,846.0
422,43,Female,California,139383.0,Salaried,742.0
423,42,Male,Arizona,45242.0,Business Owner,724.0
424,45,Male,Georgia,141313.0,Self-Employed,710.0
425,42,Female,Florida,122544.0,Contractor,665.0
426,42,Female,California,125151.0,Salaried,501.0
427,69,Male,Florida,137457.0,Self-Employed,816.0
428,62,Male,California,102265.29978947369,Salaried,643.0
429,26,Female,Florida,157208.0,Salaried,687.0
430,35,Female,New York,36602.0,Business Owner,453.0
431,63,Male,Georgia,126437.0,Salaried,685.0
432,57,Female,Ohio,35466.0,Salaried,807.0
433,53,Male,Ohio,166485.0,Salaried,649.0
434,28,Female,California,157229.0,Business Owner,522.0
435,64,Male,Arizona,163524.0,Self-Employed,490.0
436,64,Female,Arizona,51225.0,Salaried,696.0
437,25,Female,Illinois,65043.0,Salaried,480.0
438,59,Female,New York,170550.0,Salaried,544.0
439,24,Male,Georgia,112333.0,Salaried,509.0
440,26,Female,Florida,161683.0,Business Owner,745.0
441,65,Male,California,174779.0,Contractor,474.0
442,52,Male,Arizona,156305.0,Contractor,646.0
443,50,Male,Georgia,102265.29978947369,Business Owner,641.0
444,67,Male,Texas,116483.0,Business Owner,776.0
445,55,Female,Arizona,33951.0,Business Owner,513.0
446,60,Female,New York,92330.0,Contractor,811.0
447,36,Female,California,87831.0,Business Owner,784.0
448,33,Male,New York,53936.0,Salaried,626.0
449,62,Female,California,40574.0,Salaried,750.0
450,50,Male,Ohio,123585.0,Salaried,639.0
451,39,Male,Texas,160143.0,Self-Employed,501.0
452,37,Male,Illinois,177081.0,Salaried,480.0
453,39,Female,Texas,47362.0,Self-Employed,633.0
454,48,Male,Florida,72105.0,Self-Employed,566.0
455,46,Female,New York,66775.0,Salaried,522.0
456,57,Male,Illinois,102265.29978947369,Salaried,651.0
457,46,Female,New York,153362.0,Business Owner,573.0
458,43,Male,Georgia,93823.0,Salaried,775.0
459,29,Female,California,71782.0,Salaried,631.0
460,32,Male,Florida,47090.0,Business Owner,549.0
461,21,Male,Florida,52161.0,Salaried,767.0
462,21,Male,New York,172966.0,Salaried,627.0
463,67,Male,Ohio,131265.0,Salaried,615.0
464,54,Female,Florida,71300.0,Business Owner,459.0
465,52,Female,Arizona,115666.0,Self-Employed,612.0
466,68,Female,New York,69665.0,Salaried,495.0
467,45,Female,California,118254.0,Contractor,729.0
468,60,Male,California,79645.0,Contractor,547.0
469,65,Male,New York,139946.0,Self-Employed,564.0
470,21,Male,Texas,67184.0,Business Owner,778.0
471,36,Male,Texas,75817.0,Self-Employed,803.0
472,59,Female,California,59633.0,Self-Employed,656.0
473,25,Female,Illinois,73720.0,Salaried,540.0
474,42,Male,Arizona,91301.0,Salaried,796.0
475,49,Male,Texas,76857.0,Salaried,576.0
476,23,Male,New York,30765.0,Business Owner,686.0
477,32,Male,California,105872.0,Salaried,476.0
478,46,Female,Florida,55761.0,Salaried,475.0
479,36,Male,Florida,62742.0,Salaried,621.0
480,57,Female,Ohio,157455.0,Salaried,594.0
481,42,Female,Arizona,40458.0,Salaried,849.0
482,49,Male,Texas,158507.0,Business Owner,603.0
483,34,Male,Illinois,54992.0,Contractor,807.0
484,48,Female,Georgia,82566.0,Contractor,761.0
485,25,Female,Texas,139358.0,Self-Employed,671.0
486,67,Male,Illinois,179514.0,Contractor,531.0
487,69,Female,Texas,48700.0,Salaried,669.0
488,50,Male,Florida,128932.0,Salaried,681.0
489,66,Male,Illinois,52763.0,Salaried,593.0
490,25,Female,Florida,160937.0,Business Owner,707.0
491,32,Male,Arizona,102265.29978947369,Salaried,643.0
492,36,Male,Ohio,146727.0,Self-Employed,640.0
493,46,Male,New York,44734.0,Business Owner,820.0
494,46,Female,New York,27829.0,Salaried,769.0
495,68,Female,California,26915.0,Salaried,514.0
496,41,Female,Florida,64980.0,Self-Employed,604.0
497,59,Female,Florida,34440.0,Self-Employed,695.0
498,56,Male,Ohio,160891.0,Salaried,586.0
499,53,Male,California,98415.0,Self-Employed,796.0
500,50,Male,Arizona,115352.0,Business Owner,616.0
501,57,Female,New York,57225.0,Contractor,612.0
502,43,Female,New York,166406.0,Salaried,610.0
503,30,Male,Illinois,131860.0,Salaried,846.0
504,25,Female,Illinois,120367.0,Salaried,783.0
505,56,Female,Georgia,94656.0,Self-Employed,450.0
506,54,Female,Ohio,129780.0,Business Owner,627.0
507,51,Male,New York,102265.29978947369,Contractor,624.0
508,30,Female,Georgia,103385.0,Contractor,808.0
509,39,Female,Texas,57545.0,Self-Employed,693.0
510,52,Male,Florida,76569.0,Self-Employed,629.0
511,21,Male,Illinois,157688.0,Salaried,739.0
512,25,Male,Texas,148915.0,Salaried,687.0
513,65,Male,Illinois,99447.0,Contractor,566.0
514,24,Female,California,50549.0,Self-Employed,797.0
515,36,Male,Florida,97361.0,Salaried,456.0
516,44,Male,Georgia,43230.0,Salaried,623.0
517,36,Male,Arizona,102265.29978947369,Salaried,643.0
518,22,Male,Georgia,139676.0,Salaried,704.0
519,69,Female,Arizona,33882.0,Business Owner,528.0
520,48,Female,Arizona,106844.0,Salaried,473.0
521,52,Male,Illinois,142200.0,Salaried,540.0
522,47,Male,New York,140933.0,Self-Employed,488.0
523,40,Female,Ohio,47500.0,Salaried,644.0
524,44,Female,Georgia,106410.0,Salaried,779.0
525,32,Male,California,165405.0,Salaried,653.0
526,55,Female,California,78383.0,Salaried,618.0
527,53,Female,New York,91513.0,Salaried,606.0
528,53,Male,California,97258.0,Contractor,649.0
529,63,Female,Ohio,38217.0,Salaried,722.0
530,57,Male,Florida,111427.0,Self-Employed,842.0
531,32,Male,Illinois,70272.0,Salaried,824.0
532,23,Female,California,108053.0,Self-Employed,720.0
533,21,Female,Florida,86724.0,Self-Employed,453.0
534,53,Female,New York,171290.0,Salaried,598.0
535,60,Female,Illinois,62633.0,Self-Employed,520.0
536,30,Female,New York,66528.0,Salaried,841.0
537,63,Female,Illinois,34513.0,Salaried,495.0
538,64,Male,Ohio,97901.0,Self-Employed,661.0
539,49,Female,California,85922.0,Self-Employed,584.0
540,33,Male,California,129936.0,Contractor,559.0
541,32,Female,Illinois,125071.0,Contractor,647.0
542,51,Female,Florida,125378.0,Business Owner,842.0
543,66,Female,Florida,75293.0,Business Owner,549.0
